Id,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,Duration,Favorite,Unnamed: 11
2286,Holman Squat Jump,"Stand with feet shoulder-width apart, then lower into a squat and explosively jump up, using quadriceps to propel yourself. Land softly and repeat.",Strength,Quadriceps,Body Only,Intermediate,4.0,Average,17,False,
2287,Holman Squat Pulse,"Stand with feet shoulder-width apart, then pulse into a squat while keeping knees bent at 90 degrees, emphasizing quadriceps contraction.",Strength,Quadriceps,Body Only,Intermediate,4.0,Average,19,False,
2288,Holman Jump-Out Push-Up,"""Start in a plank position, engage quadriceps by bending one knee towards chest, then explosively extend leg back to start. Alternate legs for each repetition.""",Strength,Quadriceps,Body Only,Intermediate,2.0,Average,6,False,
2289,Holman Alternating Forward Lunge,"Stand with feet hip-width apart, take a large step forward with one foot and lower your body until back knee almost touches ground. Alternate legs with each rep.",Strength,Quadriceps,Body Only,Intermediate,7.0,Average,8,False,
2290,Holman Burpee to Jump,"""Start in a squat position, jump up, and immediately perform a burpee. Quickly return to squat position, then explosively jump again.""",Strength,Quadriceps,Body Only,Intermediate,7.0,Average,15,False,
2291,Holman Pilates Single-Leg Stretch,"""Lie on back, lift one leg towards ceiling. Engage core and slowly lower leg behind you, keeping quadriceps tight. Focus on control as you stretch the opposite leg.""",Strength,Quadriceps,Body Only,Intermediate,1.0,Average,2,False,
2292,Holman Alternating Reverse Prisoner Lunge,"Stand with feet hip-width apart, engage core, and perform alternating lunges, keeping back knee almost touching ground, while targeting quadriceps.",Strength,Quadriceps,Body Only,Intermediate,10.0,Average,10,False,
2293,Holman Narrow-Wide Squat Jump to 180 Jump,"""Stand with feet shoulder-width apart, then perform a narrow squat. Quickly transition to a wide squat and explosively jump up to 180 degrees, landing softly on both feet.""",Strength,Quadriceps,Body Only,Intermediate,6.0,Average,12,False,
2294,Holman 180 Jump to Lunge,"""Jump into a lunge position, extending opposite leg behind. Quickly switch legs while keeping back straight and knees bent.""",Strength,Quadriceps,Body Only,Intermediate,4.0,Average,19,False,
2295,Holman Imaginary Jump Rope,"""Stand with feet shoulder-width apart, then explosively lift one leg as if jumping rope, keeping knee straight. Quickly return to start and repeat.""",Strength,Quadriceps,Body Only,Intermediate,7.0,Average,6,False,
2296,Holman Fast Feet with Hands Up,"Stand with feet hip-width apart, hands up overhead and fast-twitch muscles engaged. Quickly alternate footwork while keeping knees bent and weight in quadriceps, maintaining tension throughout movement.",Strength,Quadriceps,Body Only,Intermediate,5.0,Average,5,False,
2297,Holman Hands-Elevated Alternating Lunge Jump,"""Stand with feet hip-width apart, lift one foot off ground. Alternate jumping legs while elevating hands above head, targeting quadriceps.""",Strength,Quadriceps,Body Only,Intermediate,4.0,Average,2,False,
2298,Holman Right Split Lunge,"Stand with feet wide apart, step right foot forward into a lunge position, keeping back straight and front knee bent at 90 degrees. Lower body down until back knee almost touches ground, then push back up to starting position.",Strength,Quadriceps,Body Only,Intermediate,6.0,Average,12,False,
2299,Holman Left Split Lunge,"Stand with feet wide apart, take a large step forward with one foot, and lower body until back knee almost touches ground, engaging quadriceps.",Strength,Quadriceps,Body Only,Intermediate,1.0,Average,8,False,
2300,Holman Plyometric Jump,"Start in a squat position, then explosively jump up, landing softly on the balls of your feet. Immediately jump again, training quadriceps strength and power.",Strength,Quadriceps,Body Only,Intermediate,4.0,Average,11,False,
2301,Holman Quad Touch Jump,"Drop down into a quarter squat, explosively extending your legs to jump up and touch your toes. Quickly return to the squat position, repeating the motion.",Strength,Quadriceps,Body Only,Intermediate,2.0,Average,17,False,
2302,Holman Skate,"""From a lunge position, slide one foot forward while keeping the other back, lowering body until front knee forms a 90-degree angle. Push back to start.""",Strength,Quadriceps,Body Only,Intermediate,7.0,Average,3,False,
2303,Holman Lunge Jump,"""Start in a lunge position, jump forward while keeping front knee bent and rear leg extended. Quickly switch legs, repeating the movement.""",Strength,Quadriceps,Body Only,Intermediate,5.0,Average,20,False,
2304,Holman Flying Squat Thrust,"""Start in a standing position, then drop into a squat and place hands on ground. Kick back into a plank position, engaging quads before quickly returning to stand.""",Strength,Quadriceps,Body Only,Intermediate,9.0,Average,6,False,
2305,Holman 90-Degree Jump,"""Drop into a lunge position, keeping back knee almost touching ground. Then, explosively jump up while straightening front leg, landing softly on balls of feet to target quadriceps.""",Strength,Quadriceps,Body Only,Intermediate,2.0,Average,18,False,
2306,Holman Half Jack to 180 Jump,"""Jump into a lunge position, then explosively swing leg up and forward, keeping knee bent at 90 degrees. Quickly reverse direction, landing softly on the same leg.""",Strength,Quadriceps,Body Only,Intermediate,2.0,Average,0,False,
2307,Holman Quick Feet to Quad Touch Jump,"""Drop into a quarter squat, explosively jump up and quickly tap your hands to your quadriceps. Land softly and immediately repeat, emphasizing rapid movement.""",Strength,Quadriceps,Body Only,Intermediate,7.0,Average,5,False,
2308,Holman Squat Thrust to Push-Up to Super Woman,"""From a standing position, perform a squat thrust, then push up into a plank. Quickly switch legs and repeat, engaging quadriceps throughout.""",Strength,Quadriceps,Body Only,Intermediate,1.0,Average,4,False,
2309,Holman Plyometric Jump to 180 Jump,"""Explode into a squat position, then quickly extend knees and hips to jump vertically. Rotate 180° while airborne, landing softly on both feet with knees bent.""",Strength,Quadriceps,Body Only,Intermediate,1.0,Average,1,False,
2310,Holman Standing Heel Click to Hands Down Heel Click,"Stand with feet shoulder-width apart, heels lifted and hands grasping toes. Slowly lower heels toward ground, then quickly click back up to starting position, engaging quadriceps throughout.",Strength,Quadriceps,Body Only,Intermediate,7.0,Average,8,False,
2311,Holman Burpee to 180 Jump,"Perform a burpee, then explosively jump up and rotate your body to land in a squat position, engaging quadriceps to control the movement.",Strength,Quadriceps,Body Only,Intermediate,5.0,Average,20,False,
2312,Holman Traveling Low Jack to Belly Touch,"Start in a plank position, then engage quadriceps by bringing one knee forward while keeping other leg straight. Quickly switch legs and touch belly with each rep.",Strength,Quadriceps,Body Only,Intermediate,9.0,Average,3,False,
2313,Holman Flying Squat Thrust to Shoulder Tap,"""Start in a squat position, then explosively drive knees forward while tapping shoulders. Quick turnover and powerful movement engage quadriceps.""",Strength,Quadriceps,Body Only,Intermediate,2.0,Average,16,False,
2314,Holman Squat Jump to Alternating Side Lunge Jump,"""From a standing position, descend into a squat. Then, explosively jump to an alternating side lunge, landing softly on the ball of one foot before immediately jumping back to standing.""",Strength,Quadriceps,Body Only,Intermediate,8.0,Average,19,False,
2315,Holman Low Squat with Low Diagonal Dumbbell Punch,"Stand with feet shoulder-width apart, sink into a low squat. Punch diagonally with one arm while keeping the other straight, engaging quadriceps and maintaining proper form.",Strength,Quadriceps,Body Only,Intermediate,2.0,Average,5,False,
2316,Holman Right Leg Hop to Right Reverse Lunge,"Hop forward on right leg, keeping knee bent, then immediately transition into a reverse lunge on same leg, lowering body until back knee almost touches ground.",Strength,Quadriceps,Body Only,Intermediate,5.0,Average,19,False,
2317,Holman Left Leg Hop to Left Reverse Lunge,"""Hop forward with your left leg, then slide into a reverse lunge, keeping your back knee almost touching the ground. Focus on extending your front quadriceps.""",Strength,Quadriceps,Body Only,Intermediate,3.0,Average,4,False,
2318,Holman Burpee to Open Stance,"""Start in open stance, drop into a squat position with hands near feet. Quickly kick back into plank, jump forward, and explosively stand up, targeting quadriceps.""",Strength,Quadriceps,Body Only,Intermediate,2.0,Average,17,False,
2319,Holman Diagonal Squat Thrust to Renegade Forward Punch,"""Start in a plank position, then drop down into a squat, placing hands on ground. Quickly thrust legs straight out, followed by a forward punch with same-side hand.""",Strength,Quadriceps,Body Only,Intermediate,7.0,Average,15,False,
2320,Holman Bear Crawl,"Bear crawl forward, engaging quadriceps, with knees slightly bent and hands near shoulders, moving slowly and controlled.",Strength,Quadriceps,Body Only,Intermediate,1.0,Average,3,False,
2321,Holman Bear Crawl to Donkey Kick,"Start in a bear crawl position, hands and feet shoulder-width apart. Lower body towards ground, keeping knees bent at 90 degrees. Quickly transition into a donkey kick, lifting back leg towards ceiling. Alternate legs for added quadriceps challenge.",Strength,Quadriceps,Body Only,Intermediate,4.0,Average,9,False,
2322,Holman Bear Crawl to Froggy Push-Up,"""Start in a bear crawl position, then lower into a frog-like stance and immediately perform a push-up, engaging quadriceps and building strength.""",Strength,Quadriceps,Body Only,Intermediate,8.0,Average,14,False,
2323,Holman Bear Crawl to Shoulder Tap,"Start in a bear crawl position, arms and legs bent, then lift left arm to tap shoulder while keeping right leg straight. Repeat on the other side.",Strength,Quadriceps,Body Only,Intermediate,4.0,Average,12,False,
2324,Holman Burpee to Tuck Jump,"""Start in a plank position, drop into a burpee, then explosively jump up and tuck knees towards chest, engaging quadriceps for maximum strength.""",Strength,Quadriceps,Body Only,Intermediate,2.0,Average,6,False,
2325,Holman Burpee to Flying Squat Thrust to Tuck Jump,"""Start in a squat, then explosively thrust into a jump, landing softly on the balls of your feet and immediately tucking your knees up to engage quadriceps.""",Strength,Quadriceps,Body Only,Intermediate,7.0,Average,20,False,
2326,Holman Forward Lunge to Reverse Lunge,"Perform a Holman Forward Lunge, stepping forward with one foot and lowering body until knee is bent at 90 degrees. Quickly switch legs, executing a Reverse Lunge on the other side.",Strength,Quadriceps,Body Only,Intermediate,5.0,Average,15,False,
2327,Holman Renegade Lunge Jump,"""Stand with feet hip-width apart, then jump into a lunge position. Lower your body until back knee almost touches ground, then explosively jump up, landing softly on the same foot.""",Strength,Quadriceps,Body Only,Intermediate,9.0,Average,13,False,
2328,Holman Squat Jump to Lunge Jump,"Stand with feet hip-width apart, then descend into a squat and explosively jump up, immediately transitioning into a lunge position, emphasizing quadricep contraction.",Strength,Quadriceps,Body Only,Intermediate,6.0,Average,20,False,
2329,Holman Prisoner Reverse Lunge,"Stand with feet hip-width apart, take a large step back with one foot and slowly lower body until back knee almost touches ground, keeping front thigh parallel to ground.",Strength,Quadriceps,Body Only,Intermediate,5.0,Average,13,False,
2330,Holman Wide-to-Narrow Squat Jump,"""Stand with feet wide apart, then quickly transition to narrow stance. Lower into a squat, explosively jumping up while straightening legs and hips.""",Strength,Quadriceps,Body Only,Intermediate,2.0,Average,14,False,
2331,Holman Donkey Run,"""Start on all fours, engage core and lift one leg towards your head while keeping other foot grounded. Alternate legs in a slow, controlled motion.""",Strength,Quadriceps,Body Only,Intermediate,10.0,Average,6,False,
2332,Holman Weighted Wide-to-Narrow Squat Jump,"From a standing position, squat wide, then swiftly switch to a narrow stance and explosively jump up, engaging quadriceps.",Strength,Quadriceps,Body Only,Intermediate,9.0,Average,4,False,
2333,Holman Wide-to-Narrow Donkey Kick,"""Start on all fours, lift one leg out to the side, keeping foot flexed. Slowly lower and raise, targeting quadriceps.""",Strength,Quadriceps,Body Only,Intermediate,3.0,Average,16,False,
2334,Holman Mule Kick,"Stand with feet shoulder-width apart, lift one leg forward and extend, keeping knee straight. Quickly switch legs, targeting quadriceps strength.",Strength,Quadriceps,Body Only,Intermediate,10.0,Average,16,False,
2335,Holman Goal Post to Squat,"Stand with feet shoulder-width apart, then lunge forward and sink into a squat as if trying to reach for something behind your front foot, keeping knees bent at 90 degrees.",Strength,Quadriceps,Body Only,Intermediate,10.0,Average,9,False,
2336,Holman Frogger Squat to Heel Click,"""Stand with feet shoulder-width apart, then lower into a squat. As you descend, extend one leg backwards and click your heel on the ground before returning to standing.""",Strength,Quadriceps,Body Only,Intermediate,1.0,Average,5,False,
2337,Holman Stair Sprint,"""Quickly sprint up stairs using only your quadriceps to propel you, engaging the muscles as you descend and ascend.""",Strength,Quadriceps,Body Only,Intermediate,8.0,Average,11,False,
2338,Holman Stair Bear Crawl,"""From a plank position, bear crawl up stairs (or steps) using only your quadriceps to lift and move, engaging core for stability.""",Strength,Quadriceps,Body Only,Intermediate,9.0,Average,4,False,
2339,Holman Burpee to Flying Squat Thrust,"""Start in a standing position, drop down into a squat then kick back into a plank. Quickly do a push-up and bring your knees up to your chest. Jump feet forward and stand up, immediately dropping into a flying squat thrust.""",Strength,Quadriceps,Body Only,Intermediate,1.0,Average,19,False,
2340,Holman Flying Squat Thrust to Push-Up,"""Start in a squat, then explosively drive through heels and push into a plank position. Transfer weight from arms to shoulders before performing a push-up.""",Strength,Quadriceps,Body Only,Intermediate,2.0,Average,7,False,
2341,Holman Foot-Elevated Step-To-Lunge,"Step forward with one foot elevated on a surface, keeping knee straight. Lower into lunge position, then push back up to starting position, engaging quadriceps throughout.",Strength,Quadriceps,Body Only,Intermediate,7.0,Average,7,False,
2342,Holman Split Lunge,"Stand tall, lift one leg forward while keeping knee bent at 90 degrees and lowering body towards ground. Push back up to starting position, alternating legs.",Strength,Quadriceps,Body Only,Intermediate,6.0,Average,20,False,
2343,Holman Stair Climb,"Find a staircase and ascend using body weight only, focusing on quadricep engagement to climb each step smoothly.",Strength,Quadriceps,Body Only,Intermediate,9.0,Average,19,False,
2344,Holman Burpee to Flying Jack,"""Start in a squat position, then explosively jump up and land softly on the balls of your feet. Quickly drop into a plank, immediately following with a flying jack leg lift.""",Strength,Quadriceps,Body Only,Intermediate,8.0,Average,16,False,
2345,Holman Right Reverse Lunge,"Stand with feet hip-width apart, take a large step back with one foot, and lower body until back knee almost touches ground. Push through front heel to return to standing position.",Strength,Quadriceps,Body Only,Intermediate,10.0,Average,9,False,
2346,Holman Left Reverse Lunge,"Perform a left reverse lunge, stepping back with your left foot and lowering your body until your right knee almost touches the ground. Push through your front heel to return to standing.",Strength,Quadriceps,Body Only,Intermediate,1.0,Average,13,False,
2347,Holman Squat Tap to Hop,"""Start in a squat position, then quickly tap one foot and hop forward, targeting quadriceps. Quickly repeat on other side.""",Strength,Quadriceps,Body Only,Intermediate,2.0,Average,16,False,
2348,Holman Squat Tap to Jump-Forward-Jump-Back,"""Start in a squat position, then tap feet together and explosively jump forward. Quickly reverse direction, landing softly on the balls of your feet.""",Strength,Quadriceps,Body Only,Intermediate,8.0,Average,3,False,
2349,Holman Squat Hip Drive,"""Start in a squat position, engage core and glutes. Drive hips back and forward, emphasizing quadricep contraction. Repeat smoothly, maintaining proper form.""",Strength,Quadriceps,Body Only,Intermediate,7.0,Average,12,False,
2350,Holman Alternating Double Lunge Hop,"""Alternate between stepping forward and backward into a lunge, immediately hopping back to start. Focus on quadricep engagement and control throughout the movement.""",Strength,Quadriceps,Body Only,Intermediate,9.0,Average,0,False,
2351,Holman Right Reverse Lunge to Front Kick,"Stand with feet hip-width apart, take a large step back with right foot, and lower body until back knee almost touches ground. Drive through front leg, extending left leg forward into a kick. Return to starting position and repeat on the other side.",Strength,Quadriceps,Body Only,Intermediate,10.0,Average,20,False,
2352,Holman Right Leg Forward Lunge Hop,"""From standing, take a large step forward with your right leg and lower your body until your back knee almost touches the ground. Hop forward, landing softly on the balls of your feet.""",Strength,Quadriceps,Body Only,Intermediate,4.0,Average,10,False,
2353,Holman Right Squat Thrust,"Stand with feet shoulder-width apart, then lower body down into a squat while keeping back straight. Drive through heels to explosively stand up, extending legs and hips.",Strength,Quadriceps,Body Only,Intermediate,4.0,Average,4,False,
2354,Holman Left Reverse Lunge to Front Kick,"Stand with feet shoulder-width apart, take a large step back with left foot and lower body while lifting right leg forward, keeping knee straight.",Strength,Quadriceps,Body Only,Intermediate,7.0,Average,7,False,
2355,Holman Left Leg Forward Lunge Hop,"Stand with feet hip-width apart, take a large step forward with left leg and lower body into a lunge. Quickly hop back to starting position, targeting quadriceps.",Strength,Quadriceps,Body Only,Intermediate,1.0,Average,5,False,
2356,Holman Left Side Diagonal Burpee,"""Start in a plank position, jump feet to the left while extending the left leg behind you. Quickly return to plank, then explosively stand up, jumping up with the left leg.""",Strength,Quadriceps,Body Only,Intermediate,3.0,Average,16,False,
2357,Holman Left Squat Thrust,"Stand with feet shoulder-width apart, hands by your sides. Slowly sink into a squat, keeping back straight and front knee bent at 90 degrees, then explosively drive through heels to stand up, engaging quadriceps.",Strength,Quadriceps,Body Only,Intermediate,9.0,Average,7,False,
2358,Holman Wide Squat Thrust,"Stand with feet shoulder-width apart, hands on hips. Lower body down into a wide squat, keeping knees in line with toes. Thrust body forward, extending legs and standing up. Repeat fluidly, engaging quadriceps throughout.",Strength,Quadriceps,Body Only,Intermediate,4.0,Average,2,False,
2359,Holman Alternating Single-Leg Hop to Squat to 180 Jump,"""Start in a squat position, then hop onto one leg while extending the other. Alternate legs with each repetition, focusing on quadricep engagement.""",Strength,Quadriceps,Body Only,Intermediate,8.0,Average,3,False,
2360,Holman Right Lunge Hop to Chest Press,"""Start in a lunge position, then explosively hop forward and press chest towards the ground, keeping quadriceps engaged throughout.""",Strength,Quadriceps,Body Only,Intermediate,10.0,Average,1,False,
2361,Holman Left Lunge Hop to Overhead Press,"Start in a lunge position, hop forward while lifting left leg overhead, then press arm up, engaging quadriceps and stabilizing core.",Strength,Quadriceps,Body Only,Intermediate,5.0,Average,13,False,
2362,Holman 180 Jump Hop Forward Hop Back,"""From a squat position, explosively jump forward and land softly on one foot. Quickly hop backward to original position, emphasizing quadriceps engagement.""",Strength,Quadriceps,Body Only,Intermediate,8.0,Average,20,False,
2363,Holman Right Split Squat,"Stand with feet together, take a large step forward with right foot, and lower body until back knee almost touches ground. Push through front heel to return to standing.",Strength,Quadriceps,Body Only,Intermediate,10.0,Average,19,False,
2364,Holman Left Split Squat,"Stand with your feet together, take a large step to one side and lower into a lunge. Keep your front shin vertical and back knee almost touching the ground. Push through the heel to return to standing.",Strength,Quadriceps,Body Only,Intermediate,10.0,Average,9,False,
2365,Holman Double Squat Pulse to 180 Jump,"""Start in a standing position, then drop into a squat and pulse up, before explosively jumping off the ground and landing softly on both feet.""",Strength,Quadriceps,Body Only,Intermediate,10.0,Average,4,False,
2366,Holman Towel Left Side Squat,"Stand with feet shoulder-width apart, engage core, and slowly lower body to left side while keeping right leg straight, then push back up.",Strength,Quadriceps,Body Only,Intermediate,3.0,Average,12,False,
2367,Holman Alternating Lunge Jump,"""Stand with feet hip-width apart, then jump into a lunge, alternating legs and keeping front knee bent at 90 degrees, engaging quadriceps.""",Strength,Quadriceps,Body Only,Intermediate,3.0,Average,19,False,
2368,Holman Lunge Jump to Squat Jump,"""Stand with feet hip-width apart, engage quadriceps and explosively jump into a lunge. Quickly shift weight to other leg, jumping back down to squat position.""",Strength,Quadriceps,Body Only,Intermediate,10.0,Average,12,False,
2369,Holman Burpee with Belly Touch,"Start in a plank position, drop down into a squat, kick back into a plank, then explosively jump up and touch your belly button while landing softly on the balls of your feet.",Strength,Quadriceps,Body Only,Intermediate,9.0,Average,4,False,
2370,Bootstrapper squat,"The bootstrapper squat is a movement that improves mobility, muscular strength, and flexibility in the hips and hamstrings. It is usually performed as part of a dynamic warm-up for the lower body to mobilize the hips and improve squat form.",Strength,Quadriceps,Body Only,Intermediate,5.0,Average,15,False,
2371,Total Fitness Broad Jump,"The broad jump is an explosive lower-body exercise. It is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the farther you'll be able to jump.",Strength,Quadriceps,Body Only,Intermediate,9.0,Average,6,False,
2372,Total Fitness Lateral Lunge,"The lateral lunge is a lower-body bodyweight movement that works the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. It is often performed for reps as part of a dynamic warm-up or mobility routine but can also work in a circuit or other workouts.",Strength,Quadriceps,Body Only,Intermediate,9.0,Average,9,False,
2373,Lateral shuffle,"The lateral shuffle is a common exercise in sports training and gym classes. It involves taking steps to one side and then steps to the other side. It can be performed as part of a circuit for athletes of any level, but is also a great movement for beginners.",Strength,Quadriceps,Body Only,Intermediate,2.0,Average,1,False,
2374,Total Fitness Skip,"The skip is an exercise that builds power and explosiveness in the legs. It's commonly performed by children and in gym classes, but is also great for working the legs and hip flexors, making it a favorite warm-up for athletes who need to explode vertically.",Strength,Quadriceps,Body Only,Intermediate,5.0,Average,7,False,
2375,Total Fitness Spider Lunge,"The spider lunge stretch is a lower-body stretch targeting the hips, groin, and quads. It can be part of a dynamic warm-up or mobility work performed anytime.",Strength,Quadriceps,Body Only,Intermediate,1.0,Average,6,False,
2376,Spider lunge stretch,"The spider lunge stretch is a lower-body stretch targeting the hips, groin, and quads. It can be part of a dynamic warm-up or mobility work performed anytime.",Strength,Quadriceps,Body Only,Intermediate,3.0,Average,3,False,
2377,Spider lunge with T-rotation,"The spider lunge with T-rotation is an exercise that produces a deep stretch in the glutes and hamstrings while also rotating and mobilizing the thoracic spine region. It is a great movement to include in a dynamic warm-up, or as mobility work anytime.",Strength,Quadriceps,Body Only,Intermediate,4.0,Average,20,False,
2378,Standing quad stretch,"The standing quad stretch is a simple exercise designed to stretch the quadriceps, the big muscles that cover most of the thighs. This is a static stretch, meaning it’s usually performed by holding the stretched position for a certain length of time.",Strength,Quadriceps,Body Only,Intermediate,4.0,Average,13,False,
2379,Vertical jump,"The vertical jump is an explosive lower-body exercise that is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the higher you'll be able to jump.",Strength,Quadriceps,Body Only,Intermediate,3.0,Average,3,False,
2380,King Maker Burpee,"The burpee is a high-intensity exercise that recruits the entire body to build strength and aerobic capacity. It is common in CrossFit workouts and group fitness classes, but can also be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",Strength,Quadriceps,Body Only,Intermediate,7.0,Average,11,False,
2381,King Maker Explosive High Jump,"The tuck jump is a vertical jump, an explosive lower-body exercise that is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the higher you'll be able to jump.",Strength,Quadriceps,Body Only,Intermediate,2.0,Average,11,False,
2382,Muscle Beach Skip,"""Jump up and land softly on toes, quickly skipping forward while keeping knees bent to engage quadriceps. Repeat in a continuous motion.""",Strength,Quadriceps,Body Only,Intermediate,10.0,Average,5,False,
2383,Muscle Beach Broad Jump,"Jump forward, landing mid-stride and immediately springing back up, engaging quadriceps to propel yourself forward, emphasizing explosive power and strength.",Strength,Quadriceps,Body Only,Intermediate,10.0,Average,5,False,
2384,Muscle Beach Sprint,"""Sprint in place, exploding your quadriceps to propel yourself forward, engaging the muscles to drive rapid movements. Focus on quick turnover and powerful contractions.""",Strength,Quadriceps,Body Only,Intermediate,6.0,Average,11,False,
2385,Muscle Beach Front Kick,"From a standing position, lift one leg forward and extend knee, keeping foot flexed. Quickly snap back to starting position, targeting quadriceps strength. Repeat on opposite side.",Strength,Quadriceps,Body Only,Intermediate,5.0,Average,15,False,
2386,Muscle Beach Side Kick,"""Stand with feet shoulder-width apart, lift one leg out to side, keeping knee straight. Lower and repeat on other side, engaging quadriceps throughout.""",Strength,Quadriceps,Body Only,Intermediate,4.0,Average,8,False,
2387,Muscle Beach Spin Kick,"""Start in a squat position, explosively kick one leg forward, keeping knee bent at 90 degrees. Quickly return to starting position and repeat on other side.""",Strength,Quadriceps,Body Only,Intermediate,10.0,Average,18,False,
2388,Muscle Beach Freestyle Kick,"Kick your right leg forward, keeping knee straight, then quickly switch to left without touching down. Repeat, engaging quadriceps for added strength and power.",Strength,Quadriceps,Body Only,Intermediate,5.0,Average,5,False,
2389,MetaBurn Alternating Curtsy Lunge To Squat,"""Start in a curtsy lunge position, then alternate squatting and standing, keeping knees bent at 90 degrees and quadriceps engaged.""",Strength,Quadriceps,Body Only,Intermediate,1.0,Average,18,False,
2390,MetaBurn Alternating Curtsy Lunge With High Knee,"""Stand tall, then alternate curtsying lunges while bringing opposite knee towards chest. Lift high knee, keeping core engaged and quadriceps contracted.""",Strength,Quadriceps,Body Only,Intermediate,5.0,Average,20,False,
2391,MetaBurn Alternating Diagonal Sprawl,"""From a standing position, alternate stepping out with one foot and keeping the other knee bent. Switch directions quickly to engage quadriceps.""",Strength,Quadriceps,Body Only,Intermediate,9.0,Average,11,False,
2392,MetaBurn Alternating Lateral Sprawl,"""Assume a side plank position, alternating legs and straightening quadriceps as you lift hips towards ceiling, holding for 1-2 seconds before slowly lowering back down.""",Strength,Quadriceps,Body Only,Intermediate,6.0,Average,2,False,
2393,MetaBurn Curtsy Lunge,"""Stand with feet hip-width apart, take a large step back with one foot and lower body down into a curtsy lunge position, keeping front knee bent at 90 degrees and back leg straight.""",Strength,Quadriceps,Body Only,Intermediate,8.0,Average,15,False,
2394,MetaBurn Frogger,"""Start in a plank position, then explosively jump your feet between 'frog' positions (knees bent and toes pointed), targeting quadriceps strength.""",Strength,Quadriceps,Body Only,Intermediate,6.0,Average,5,False,
2395,MetaBurn High Knee Rotation,"Stand tall, lift one knee towards chest while rotating torso, and quickly switch legs, mimicking a high-speed running motion to engage quadriceps.",Strength,Quadriceps,Body Only,Intermediate,3.0,Average,15,False,
2396,MetaBurn Side-To-Side Lunge,"""Stand with feet hip-width apart, engage core and step one foot out to the side. Lower body while keeping front knee bent at 90 degrees, pushing back up to starting position.""",Strength,Quadriceps,Body Only,Intermediate,5.0,Average,7,False,
2397,MetaBurn Star Jump,"""Start in a squat position, then explosively jump up and land softly on midfoot. Quickly switch direction, jumping again and targeting quadriceps.""",Strength,Quadriceps,Body Only,Intermediate,4.0,Average,15,False,
2398,MetaBurn Tuck Jump With Knee Slap,"""Jumping into a squat, tuck knees towards chest and slap thighs. Quickly release and jump again, targeting quadriceps strength.""",Strength,Quadriceps,Body Only,Intermediate,5.0,Average,19,False,
2399,MetaBurn Lateral Bounding Hop,"""Jump sideways while keeping knees bent, landing softly on balls of feet and immediately hopping in opposite direction. Focuses on quadriceps strength.""",Strength,Quadriceps,Body Only,Intermediate,8.0,Average,10,False,
2400,MetaBurn Double Lunge,"Stand with feet hip-width apart, take a large step forward with one foot and lower body until back knee almost touches ground, then push back to start position. Alternate legs.",Strength,Quadriceps,Body Only,Intermediate,10.0,Average,20,False,
2401,Robertson Sprinter Step-Up,"Stand with feet shoulder-width apart, then step up onto a stair or bench with one foot. Bring other foot to meet it, and immediately repeat with the opposite leg.",Strength,Quadriceps,Body Only,Intermediate,6.0,Average,14,False,
2402,FYR2 Front Kick-Through,"""Stand with feet shoulder-width apart, then lift one leg forward, keeping knee bent. Quickly switch legs while maintaining balance and control.""",Strength,Quadriceps,Body Only,Intermediate,10.0,Average,6,False,
2403,Lunge high-knee clap,"The lunge high-knee clap is a full-body, cardio-based exercise with emphasis on the lower body. It includes a clap under the front leg to make the movement more powerful and strict. It can be performed either for time or reps and is a great inclusion in a fat-loss or athleticism-focused circuit workout.",Strength,Quadriceps,Body Only,Intermediate,4.0,Average,9,False,
2404,FYR2 Plyo Split Squat,"""Stand with feet shoulder-width apart, step one foot back and lower into a split squat. Explode upward, extending the working leg while keeping the other bent at 90 degrees.""",Strength,Quadriceps,Body Only,Intermediate,9.0,Average,15,False,
2405,FYR2 Reverse Burpee,"""Start in a plank position, drop down into a squat, kick back into a lunge, then explosively return to standing while keeping core engaged and quadriceps strong.""",Strength,Quadriceps,Body Only,Intermediate,3.0,Average,18,False,
2406,FYR2 Reverse Burpee to Regular Burpee,"""Start in a squat position, then explosively jump your feet back into a plank. Quickly reverse burpees, jumping forward and landing in a squat. Finish with a regular burpee, working quadriceps through rapid movement.""",Strength,Quadriceps,Body Only,Intermediate,3.0,Average,19,False,
2407,FYR2 Reverse Burpee Tuck Jump,"""Start in a squat position, then jump back into a plank. Quickly reverse burpee, tucking knees to chest and jumping up, engaging quadriceps.""",Strength,Quadriceps,Body Only,Intermediate,10.0,Average,9,False,
2408,FYR2 Sprawlee,"""Squat down, keeping back straight and knees in line with toes. Lower body until thighs parallel to ground, then explosively stand up.""",Strength,Quadriceps,Body Only,Intermediate,7.0,Average,18,False,
2409,FYR2 Squat Hold,"""Hold a squat position, engaging quadriceps, for 30-60 seconds. Keep back straight and knees in line with toes.""",Strength,Quadriceps,Body Only,Intermediate,5.0,Average,5,False,
2410,FYR2 Squat Jump,"Stand with feet shoulder-width apart, then squat and explosively jump up, landing softly on midfoot. Quick repeat to engage quadriceps.",Strength,Quadriceps,Body Only,Intermediate,6.0,Average,16,False,
